filepath,directory,filename,title,word_count,file_size,last_modified,framework,platforms,content_type,audience,has_frontmatter,internal_links,external_links,relative_links
documentation-implementation-plan.md,.,documentation-implementation-plan.md,Windows Development Documentation Implementation Plan,2039,16014,1758049431.7339396,windows-app-sdk,cross-version,tutorial,beginner,False,0,0,0
README-documentation-restructure.md,.,README-documentation-restructure.md,Windows Development Documentation Restructure Project,879,7013,1758049478.7856662,unknown,cross-version,guide,intermediate,False,3,0,0
documentation-analysis-goals.md,.,documentation-analysis-goals.md,Windows Development Documentation Analysis Goals,595,4492,1758049300.4173691,unknown,windows-10,guide,beginner,False,0,0,0
documentation-structure-vision.md,.,documentation-structure-vision.md,Windows Development Documentation Structure Vision,1002,8793,1758049353.3104618,unknown,windows-11,tutorial,beginner,False,0,0,0
README.md,.,README.md,,309,2278,1758048950.375219,unknown,cross-version,guide,intermediate,False,0,2,0
CONTRIBUTING.md,.,CONTRIBUTING.md,Contributing to this documentation,90,710,1758048950.3749294,unknown,cross-version,guide,intermediate,False,0,2,0
SECURITY.md,.,SECURITY.md,,334,2757,1758048950.375261,unknown,cross-version,guide,intermediate,False,0,12,0
uwp/monetize/get-details-for-an-error-in-your-desktop-application.md,uwp/monetize,get-details-for-an-error-in-your-desktop-application.md,Get details for an error in your desktop application,1445,12273,1758048954.2867208,uwp,"windows-10,windows-11",guide,intermediate,True,9,0,0
uwp/monetize/in-app-purchases-and-trials-using-the-windows-applicationmodel-store-namespace.md,uwp/monetize,in-app-purchases-and-trials-using-the-windows-applicationmodel-store-namespace.md,In-app purchases and trials using the Windows.ApplicationModel.Store namespace,3953,38069,1758048954.2959783,uwp,windows-10,guide,advanced,True,10,1,0
uwp/monetize/microsoft-store-services-sdk.md,uwp/monetize,microsoft-store-services-sdk.md,Engage customers with the Microsoft Store Services SDK,1359,10067,1758048954.298916,uwp,windows-10,guide,intermediate,True,6,3,0
uwp/monetize/in-app-purchases-and-trials.md,uwp/monetize,in-app-purchases-and-trials.md,In-app purchases and trials,4416,35475,1758048954.296117,uwp,"windows-10,windows-11",guide,intermediate,True,33,2,3
uwp/monetize/manage-add-ons.md,uwp/monetize,manage-add-ons.md,Manage add-ons,705,6646,1758048954.297268,uwp,windows-10,guide,intermediate,True,9,0,0
uwp/monetize/get-insights-data-for-your-desktop-app.md,uwp/monetize,get-insights-data-for-your-desktop-app.md,Get insights data for your desktop application,969,8271,1758048954.287144,uwp,windows-10,guide,intermediate,True,3,0,0
uwp/monetize/get-app-data.md,uwp/monetize,get-app-data.md,Get app data,864,8353,1758048954.2854872,uwp,windows-10,guide,advanced,True,15,0,0
uwp/monetize/manage-targeting-profiles-for-ad-campaigns.md,uwp/monetize,manage-targeting-profiles-for-ad-campaigns.md,Manage targeting profiles,2679,23236,1758048954.2986982,uwp,"windows-10,windows-11",guide,intermediate,True,8,1,0
uwp/monetize/get-an-add-on-submission.md,uwp/monetize,get-an-add-on-submission.md,Get an add-on submission,677,6261,1758048954.2848806,uwp,windows-10,guide,advanced,True,15,0,0
uwp/monetize/change-the-billing-state-of-a-subscription-for-a-user.md,uwp/monetize,change-the-billing-state-of-a-subscription-for-a-user.md,Change the billing state of a subscription for a user,1279,10421,1758048954.260399,uwp,windows-10,guide,intermediate,True,14,2,0
uwp/monetize/halt-the-package-rollout-for-a-flight-submission.md,uwp/monetize,halt-the-package-rollout-for-a-flight-submission.md,Halt the rollout for a flight,720,6186,1758048954.2899725,uwp,windows-10,guide,intermediate,True,14,0,0
uwp/monetize/get-acquisition-funnel-data.md,uwp/monetize,get-acquisition-funnel-data.md,Get app acquisition funnel data,839,7721,1758048954.2842891,uwp,windows-10,guide,intermediate,True,5,0,0
uwp/monetize/log-custom-events-for-dev-center.md,uwp/monetize,log-custom-events-for-dev-center.md,Log custom events for Partner Center,399,3258,1758048954.2966876,uwp,windows-10,guide,intermediate,True,2,0,0
uwp/monetize/get-all-apps.md,uwp/monetize,get-all-apps.md,Get all apps,904,8213,1758048954.2847936,uwp,windows-10,guide,intermediate,True,8,0,0
uwp/monetize/finalize-the-package-rollout-for-an-app-submission.md,uwp/monetize,finalize-the-package-rollout-for-an-app-submission.md,Finalize the rollout for an app submission,617,5489,1758048954.2838879,uwp,windows-10,guide,intermediate,True,11,0,0
uwp/monetize/create-a-flight-submission.md,uwp/monetize,create-a-flight-submission.md,Create a package flight submission,717,6616,1758048954.2812629,uwp,windows-10,guide,intermediate,True,18,0,0
uwp/monetize/get-the-stack-trace-for-an-error-in-your-app.md,uwp/monetize,get-the-stack-trace-for-an-error-in-your-app.md,Get the stack trace for an error in your app,906,7135,1758048954.2894883,uwp,windows-10,guide,intermediate,True,9,0,0
uwp/monetize/manage-targeted-offers-using-windows-store-services.md,uwp/monetize,manage-targeted-offers-using-windows-store-services.md,Manage targeted offers using Store services,616,5000,1758048954.298578,uwp,windows-10,guide,intermediate,True,5,2,1
uwp/monetize/get-an-add-on.md,uwp/monetize,get-an-add-on.md,Get an add-on,453,4176,1758048954.284958,uwp,windows-10,guide,intermediate,True,9,0,0
uwp/monetize/java-code-examples-for-submissions-game-options-and-trailers.md,uwp/monetize,java-code-examples-for-submissions-game-options-and-trailers.md,Java sample - app submission with game options and trailers,381,3416,1758048954.296365,uwp,windows-10,guide,advanced,True,6,0,0
uwp/monetize/exclude-or-limit-features-in-a-trial-version-of-your-app.md,uwp/monetize,exclude-or-limit-features-in-a-trial-version-of-your-app.md,Exclude or limit features in a trial version,1326,10026,1758048954.2836688,uwp,windows-10,guide,intermediate,True,2,1,0
uwp/monetize/renew-a-windows-store-id-key.md,uwp/monetize,renew-a-windows-store-id-key.md,Renew a Microsoft Store ID key,633,5606,1758048954.3000286,uwp,windows-10,guide,intermediate,True,7,2,0
uwp/monetize/report-consumable-products-as-fulfilled.md,uwp/monetize,report-consumable-products-as-fulfilled.md,Report consumable products as fulfilled,933,8482,1758048954.3000896,uwp,windows-10,guide,intermediate,True,12,2,0
uwp/monetize/csharp-code-examples-for-the-windows-store-submission-api.md,uwp/monetize,csharp-code-examples-for-the-windows-store-submission-api.md,"C# sample - submissions for apps, add-ons, and flights",1101,9856,1758048954.2821412,uwp,windows-10,reference,intermediate,True,28,3,0
uwp/monetize/get-an-app.md,uwp/monetize,get-an-app.md,Get an app,444,4254,1758048954.285159,uwp,windows-10,guide,advanced,True,8,0,0
uwp/monetize/delete-an-add-on-submission.md,uwp/monetize,delete-an-add-on-submission.md,Delete an add-on submission,471,4071,1758048954.282579,uwp,windows-10,guide,intermediate,True,10,0,0
uwp/monetize/enable-in-app-product-purchases.md,uwp/monetize,enable-in-app-product-purchases.md,Enable in-app product purchases,1086,8742,1758048954.2832193,uwp,windows-10,guide,intermediate,True,7,2,0
uwp/monetize/update-the-package-rollout-percentage-for-an-app-submission.md,uwp/monetize,update-the-package-rollout-percentage-for-an-app-submission.md,Update the rollout percentage for an app submission,638,5670,1758048954.3012183,uwp,windows-10,guide,intermediate,True,11,0,0
uwp/monetize/halt-the-package-rollout-for-an-app-submission.md,uwp/monetize,halt-the-package-rollout-for-an-app-submission.md,Halt the rollout for an app submission,642,5596,1758048954.2902007,uwp,windows-10,guide,intermediate,True,12,0,0
uwp/monetize/get-add-ons-for-an-app.md,uwp/monetize,get-add-ons-for-an-app.md,Get add-ons for an app,773,6540,1758048954.2846198,uwp,windows-10,guide,intermediate,True,8,0,0
uwp/monetize/python-code-examples-for-submissions-game-options-and-trailers.md,uwp/monetize,python-code-examples-for-submissions-game-options-and-trailers.md,Python sample - app submission with game options and trailers,402,3530,1758048954.2989833,uwp,windows-10,guide,advanced,True,6,0,0
uwp/monetize/delete-a-flight-submission.md,uwp/monetize,delete-a-flight-submission.md,Delete a package flight submission,554,4730,1758048954.2824302,uwp,windows-10,guide,intermediate,True,13,0,0
uwp/monetize/enable-consumable-in-app-product-purchases.md,uwp/monetize,enable-consumable-in-app-product-purchases.md,Enable consumable in-app product purchases,913,8330,1758048954.28314,uwp,windows-10,guide,intermediate,True,4,2,0
uwp/monetize/error-codes-for-store-operations.md,uwp/monetize,error-codes-for-store-operations.md,Error codes for Store operations,890,6582,1758048954.2835681,uwp,windows-10,guide,intermediate,True,8,1,1
uwp/monetize/get-product-info-for-apps-and-add-ons.md,uwp/monetize,get-product-info-for-apps-and-add-ons.md,Get product info for apps and add-ons,929,8748,1758048954.2884548,uwp,windows-10,guide,intermediate,True,11,2,0
uwp/monetize/get-error-reporting-data.md,uwp/monetize,get-error-reporting-data.md,Get error reporting data for your app,1735,16678,1758048954.286788,uwp,"windows-10,windows-11",guide,intermediate,True,13,0,0
uwp/monetize/delete-an-add-on.md,uwp/monetize,delete-an-add-on.md,Delete an add-on,411,3617,1758048954.282678,uwp,windows-10,guide,intermediate,True,7,0,0
uwp/monetize/manage-add-on-submissions.md,uwp/monetize,manage-add-on-submissions.md,Manage add-on submissions,3048,26629,1758048954.2970397,uwp,windows-10,guide,advanced,True,18,2,0
uwp/monetize/launch-feedback-hub-from-your-app.md,uwp/monetize,launch-feedback-hub-from-your-app.md,Launch Feedback Hub from your app,922,6956,1758048954.2966077,uwp,windows-10,guide,intermediate,True,3,1,2
uwp/monetize/get-status-for-a-flight-submission.md,uwp/monetize,get-status-for-a-flight-submission.md,Get the status of a package flight submission,705,6649,1758048954.2887354,uwp,windows-10,guide,intermediate,True,16,0,0
uwp/monetize/get-app-conversions-by-channel.md,uwp/monetize,get-app-conversions-by-channel.md,Get app conversions by channel,1352,13078,1758048954.285401,uwp,windows-10,guide,intermediate,True,6,0,0
uwp/monetize/run-app-experiments-with-a-b-testing.md,uwp/monetize,run-app-experiments-with-a-b-testing.md,Run app experiments with A/B testing,1056,7352,1758048954.300612,uwp,windows-10,guide,intermediate,True,14,0,0
uwp/monetize/enable-in-app-purchases-of-apps-and-add-ons.md,uwp/monetize,enable-in-app-purchases-of-apps-and-add-ons.md,Enable in-app purchases of apps and add-ons,617,5653,1758048954.283316,uwp,windows-10,guide,intermediate,True,13,2,0
uwp/monetize/delete-a-flight.md,uwp/monetize,delete-a-flight.md,Delete a package flight,478,4082,1758048954.282499,uwp,windows-10,guide,intermediate,True,8,0,0
uwp/monetize/submit-responses-to-app-reviews.md,uwp/monetize,submit-responses-to-app-reviews.md,Submit responses to reviews,1049,8345,1758048954.300758,uwp,windows-10,guide,intermediate,True,9,0,0
uwp/monetize/update-a-flight-submission.md,uwp/monetize,update-a-flight-submission.md,Update a package flight submission,975,9761,1758048954.3008192,uwp,windows-10,guide,intermediate,True,19,0,0
uwp/monetize/configure-your-app-to-receive-dev-center-notifications.md,uwp/monetize,configure-your-app-to-receive-dev-center-notifications.md,Configure your app for targeted push notifications,1404,12790,1758048954.2811663,uwp,windows-10,guide,intermediate,True,5,0,2
uwp/monetize/get-ad-performance-data.md,uwp/monetize,get-ad-performance-data.md,Get ad performance data,1401,12214,1758048954.2844703,uwp,windows-10,guide,intermediate,True,5,0,0
uwp/monetize/view-and-grant-products-from-a-service.md,uwp/monetize,view-and-grant-products-from-a-service.md,Manage product entitlements from a service,2586,20449,1758048954.3017664,uwp,windows-10,guide,intermediate,True,22,6,0
uwp/monetize/java-code-examples-for-the-windows-store-submission-api.md,uwp/monetize,java-code-examples-for-the-windows-store-submission-api.md,"Java sample - submissions for apps, add-ons, and flights",958,8960,1758048954.2964427,uwp,windows-10,reference,intermediate,True,29,4,0
uwp/monetize/code-your-experiment-in-your-app.md,uwp/monetize,code-your-experiment-in-your-app.md,Code your app for experimentation,1285,11823,1758048954.2605171,uwp,windows-10,guide,intermediate,True,18,0,1
uwp/monetize/download-the-cab-file-for-an-error-in-your-app.md,uwp/monetize,download-the-cab-file-for-an-error-in-your-app.md,Download the CAB file for an error in your app,560,4235,1758048954.2828507,uwp,windows-10,guide,intermediate,True,9,0,0
uwp/monetize/use-receipts-to-verify-product-purchases.md,uwp/monetize,use-receipts-to-verify-product-purchases.md,Use receipts to verify product purchases,923,9886,1758048954.301297,uwp,windows-10,guide,intermediate,True,1,1,0
uwp/monetize/create-and-manage-submissions-using-windows-store-services.md,uwp/monetize,create-and-manage-submissions-using-windows-store-services.md,Create and manage submissions,2011,15858,1758048954.2818816,uwp,"windows-10,windows-11",guide,intermediate,True,18,4,0
uwp/monetize/get-desktop-application-error-reporting-data.md,uwp/monetize,get-desktop-application-error-reporting-data.md,Get error reporting data for your desktop application,1447,12934,1758048954.2861738,uwp,"windows-10,windows-11",guide,intermediate,True,6,0,0
uwp/monetize/get-app-reviews.md,uwp/monetize,get-app-reviews.md,Get app reviews,1726,13916,1758048954.2858303,uwp,"windows-10,windows-11",guide,intermediate,True,14,0,0
uwp/monetize/add-on-acquisitions-data.md,uwp/monetize,add-on-acquisitions-data.md,Get add-on acquisitions data for your games and apps,1640,12411,1758048954.2603073,uwp,"windows-10,windows-11",guide,intermediate,True,2,0,0
uwp/monetize/create-a-flight.md,uwp/monetize,create-a-flight.md,Create a package flight,724,6360,1758048954.2813714,uwp,windows-10,guide,intermediate,True,7,0,0
uwp/monetize/grant-free-products.md,uwp/monetize,grant-free-products.md,Grant free products,1722,15793,1758048954.2898943,uwp,windows-10,guide,intermediate,True,14,0,0
uwp/monetize/get-status-for-an-add-on-submission.md,uwp/monetize,get-status-for-an-add-on-submission.md,Get the status of an add-on submission,620,6009,1758048954.2889292,uwp,windows-10,guide,intermediate,True,13,0,0
uwp/monetize/get-in-app-acquisitions.md,uwp/monetize,get-in-app-acquisitions.md,Get add-on acquisitions,1661,17000,1758048954.286969,uwp,"windows-10,windows-11",guide,intermediate,True,9,0,0
uwp/monetize/get-license-info-for-apps-and-add-ons.md,uwp/monetize,get-license-info-for-apps-and-add-ons.md,Get license info for your app and add-ons,560,5289,1758048954.2881885,uwp,windows-10,guide,intermediate,True,9,2,0
uwp/monetize/respond-to-reviews-using-windows-store-services.md,uwp/monetize,respond-to-reviews-using-windows-store-services.md,Respond to reviews using Store services,1004,7762,1758048954.3003051,uwp,windows-10,guide,intermediate,True,6,0,0
uwp/monetize/get-ad-campaign-performance-data.md,uwp/monetize,get-ad-campaign-performance-data.md,Get ad campaign performance data,1220,9548,1758048954.2843986,uwp,windows-10,guide,intermediate,True,10,0,0
uwp/monetize/update-the-package-rollout-percentage-for-a-flight-submission.md,uwp/monetize,update-the-package-rollout-percentage-for-a-flight-submission.md,Update the rollout percentage for a flight submission,721,6301,1758048954.3011236,uwp,windows-10,guide,intermediate,True,13,0,0
uwp/monetize/commit-an-app-submission.md,uwp/monetize,commit-an-app-submission.md,Commit an app submission,630,6020,1758048954.2809954,uwp,windows-10,guide,intermediate,True,13,0,0
uwp/monetize/manage-creatives-for-ad-campaigns.md,uwp/monetize,manage-creatives-for-ad-campaigns.md,Manage creatives,925,7138,1758048954.297654,uwp,windows-10,guide,intermediate,True,9,0,0
uwp/monetize/update-an-app-submission.md,uwp/monetize,update-an-app-submission.md,Update an app submission,1427,15914,1758048954.3010054,uwp,"windows-10,windows-11",guide,intermediate,True,21,0,0
uwp/monetize/get-response-info-for-app-reviews.md,uwp/monetize,get-response-info-for-app-reviews.md,Get response info for reviews,652,5442,1758048954.2885458,uwp,windows-10,guide,intermediate,True,8,0,0
uwp/monetize/get-app-usage-daily.md,uwp/monetize,get-app-usage-daily.md,Get daily app usage,1798,19931,1758048954.2859347,uwp,windows-10,guide,intermediate,True,8,0,0
uwp/monetize/create-an-app-submission.md,uwp/monetize,create-an-app-submission.md,Create an app submission,734,7817,1758048954.2817543,uwp,windows-10,guide,advanced,True,13,0,0
uwp/monetize/python-code-examples-for-the-windows-store-submission-api.md,uwp/monetize,python-code-examples-for-the-windows-store-submission-api.md,"Python code to submit apps, add-ons, and flights",758,6698,1758048954.299089,uwp,windows-10,reference,intermediate,True,27,0,0
uwp/monetize/enable-consumable-add-on-purchases.md,uwp/monetize,enable-consumable-add-on-purchases.md,Enable consumable add-on purchases,1045,8757,1758048954.2830598,uwp,windows-10,guide,intermediate,True,14,2,0
uwp/monetize/retail-demo-experience.md,uwp/monetize,retail-demo-experience.md,Add retail demo (RDX) features to your app,1930,17824,1758048954.3004618,uwp,"windows-10,windows-11",guide,intermediate,True,2,2,1
uwp/monetize/manage-a-large-catalog-of-in-app-products.md,uwp/monetize,manage-a-large-catalog-of-in-app-products.md,Manage a large catalog of in-app products,823,7296,1758048954.2967916,uwp,windows-10,guide,intermediate,True,5,2,0
uwp/monetize/download-the-cab-file-for-an-error-in-your-desktop-application.md,uwp/monetize,download-the-cab-file-for-an-error-in-your-desktop-application.md,Download the CAB file for an error in your desktop application,594,4849,1758048954.2829463,uwp,windows-10,guide,intermediate,True,9,0,0
uwp/monetize/index.md,uwp/monetize,index.md,"Monetization, engagement, and Store services",760,6337,1758048954.2962909,uwp,"windows-10,windows-11",overview,intermediate,True,11,0,0
uwp/monetize/get-desktop-block-data-details.md,uwp/monetize,get-desktop-block-data-details.md,Get upgrade block details for your app,1297,11975,1758048954.2862592,uwp,"windows-10,windows-11",guide,intermediate,True,4,0,0
uwp/monetize/update-an-add-on-submission.md,uwp/monetize,update-an-add-on-submission.md,Update an add-on submission,986,10309,1758048954.3008823,uwp,windows-10,guide,intermediate,True,19,0,0
uwp/monetize/get-app-installs.md,uwp/monetize,get-app-installs.md,Get app installs,1308,13168,1758048954.2856112,uwp,"windows-10,windows-11",guide,intermediate,True,4,0,0
uwp/monetize/get-package-rollout-info-for-an-app-submission.md,uwp/monetize,get-package-rollout-info-for-an-app-submission.md,Get rollout info for an app submission,593,5129,1758048954.2883687,uwp,windows-10,guide,intermediate,True,9,0,0
uwp/monetize/manage-flights.md,uwp/monetize,manage-flights.md,Manage package flights,225,2344,1758048954.2979045,uwp,windows-10,guide,intermediate,True,5,0,0
uwp/monetize/implement-a-trial-version-of-your-app.md,uwp/monetize,implement-a-trial-version-of-your-app.md,Implement a trial version of your app,1103,8227,1758048954.295864,uwp,windows-10,guide,intermediate,True,9,2,0
uwp/monetize/get-details-for-an-error-in-your-app.md,uwp/monetize,get-details-for-an-error-in-your-app.md,Get details for an error in your app,1687,16451,1758048954.2866454,uwp,"windows-10,windows-11",guide,intermediate,True,9,0,0
uwp/monetize/run-ad-campaigns-using-windows-store-services.md,uwp/monetize,run-ad-campaigns-using-windows-store-services.md,Run ad campaigns using Store services,1550,11703,1758048954.3005214,uwp,windows-10,guide,intermediate,True,13,1,0
uwp/monetize/request-ratings-and-reviews.md,uwp/monetize,request-ratings-and-reviews.md,Request ratings and reviews for your app,903,7601,1758048954.3001928,uwp,windows-10,guide,intermediate,True,3,0,0
uwp/monetize/get-app-acquisitions.md,uwp/monetize,get-app-acquisitions.md,Get app acquisitions,1348,13656,1758048954.2852907,uwp,"windows-10,windows-11",guide,intermediate,True,7,0,0
uwp/monetize/data-schemas-for-store-products.md,uwp/monetize,data-schemas-for-store-products.md,Data schemas for Store products,438,6142,1758048954.282231,uwp,windows-10,guide,intermediate,True,7,0,0
uwp/monetize/manage-app-submissions.md,uwp/monetize,manage-app-submissions.md,Manage app submissions,6308,57965,1758048954.297397,uwp,"windows-10,windows-11",guide,advanced,True,33,2,2
uwp/monetize/csharp-code-examples-for-submissions-game-options-and-trailers.md,uwp/monetize,csharp-code-examples-for-submissions-game-options-and-trailers.md,C# sample - app submission with game options and trailers,469,4083,1758048954.2820604,uwp,windows-10,guide,advanced,True,6,1,0
uwp/monetize/get-a-flight.md,uwp/monetize,get-a-flight.md,Get a package flight,780,7597,1758048954.28414,uwp,windows-10,guide,intermediate,True,8,0,0
uwp/monetize/commit-an-add-on-submission.md,uwp/monetize,commit-an-add-on-submission.md,Commit an add-on submission,652,6207,1758048954.2809193,uwp,windows-10,guide,intermediate,True,15,0,0
uwp/monetize/get-desktop-app-installs.md,uwp/monetize,get-desktop-app-installs.md,Get desktop application installs,1138,10151,1758048954.2860734,uwp,"windows-10,windows-11",guide,intermediate,True,2,0,0
uwp/monetize/query-for-products.md,uwp/monetize,query-for-products.md,Query for products,1494,12771,1758048954.299832,uwp,windows-10,guide,intermediate,True,14,2,0
uwp/monetize/get-subscriptions-for-a-user.md,uwp/monetize,get-subscriptions-for-a-user.md,Get subscriptions for a user,1221,9803,1758048954.2893088,uwp,windows-10,guide,intermediate,True,13,2,0
uwp/monetize/manage-delivery-lines-for-ad-campaigns.md,uwp/monetize,manage-delivery-lines-for-ad-campaigns.md,Manage delivery lines,1317,10029,1758048954.2977424,uwp,windows-10,guide,intermediate,True,12,0,0
uwp/monetize/get-all-add-ons.md,uwp/monetize,get-all-add-ons.md,Get all add-ons,818,7500,1758048954.284733,uwp,windows-10,guide,intermediate,True,9,0,0
uwp/monetize/commit-a-flight-submission.md,uwp/monetize,commit-a-flight-submission.md,Commit a package flight submission,712,6651,1758048954.280845,uwp,windows-10,guide,intermediate,True,16,0,0
uwp/monetize/enable-subscription-add-ons-for-your-app.md,uwp/monetize,enable-subscription-add-ons-for-your-app.md,Enable subscription add-ons for your app,1979,15503,1758048954.283479,uwp,windows-10,guide,intermediate,True,11,3,0
uwp/monetize/create-an-add-on.md,uwp/monetize,create-an-add-on.md,Create an add-on,549,4794,1758048954.2816672,uwp,windows-10,guide,intermediate,True,10,0,0
uwp/monetize/get-a-flight-submission.md,uwp/monetize,get-a-flight-submission.md,Get a package flight submission,708,6510,1758048954.2840674,uwp,windows-10,guide,intermediate,True,15,0,0
uwp/monetize/manage-flight-submissions.md,uwp/monetize,manage-flight-submissions.md,Manage package flight submissions,2982,27633,1758048954.297842,uwp,"windows-10,windows-11",guide,intermediate,True,25,2,2
uwp/monetize/define-your-experiment-in-the-dev-center-dashboard.md,uwp/monetize,define-your-experiment-in-the-dev-center-dashboard.md,Define your experiment in Partner Center,1298,9135,1758048954.2823431,uwp,windows-10,guide,intermediate,True,18,1,0
uwp/monetize/create-an-add-on-submission.md,uwp/monetize,create-an-add-on-submission.md,Create an add-on submission,728,6770,1758048954.2815554,uwp,windows-10,guide,advanced,True,18,0,0
uwp/monetize/get-desktop-block-data.md,uwp/monetize,get-desktop-block-data.md,Get upgrade blocks for your desktop application,1277,11947,1758048954.28658,uwp,"windows-10,windows-11",guide,intermediate,True,4,0,0
uwp/monetize/get-flights-for-an-app.md,uwp/monetize,get-flights-for-an-app.md,Get package flights for an app,777,6292,1758048954.286876,uwp,windows-10,guide,intermediate,True,8,0,0
uwp/monetize/create-a-project-and-define-remote-variables-in-the-dev-center-dashboard.md,uwp/monetize,create-a-project-and-define-remote-variables-in-the-dev-center-dashboard.md,Create an experiment project in Partner Center,472,3562,1758048954.2814279,uwp,windows-10,guide,intermediate,True,12,1,0
uwp/monetize/acquisitions-data.md,uwp/monetize,acquisitions-data.md,Get acquisitions data for your games and apps,1498,11716,1758048954.2602117,uwp,"windows-10,windows-11",guide,intermediate,True,2,0,0
uwp/monetize/access-analytics-data-using-windows-store-services.md,uwp/monetize,access-analytics-data-using-windows-store-services.md,Access analytics data using Store services,1339,12117,1758048954.2601366,uwp,windows-10,guide,intermediate,True,28,1,0
uwp/monetize/get-app-ratings.md,uwp/monetize,get-app-ratings.md,Get app ratings,1601,16205,1758048954.2857158,uwp,"windows-10,windows-11",guide,intermediate,True,8,0,0
uwp/monetize/get-status-for-an-app-submission.md,uwp/monetize,get-status-for-an-app-submission.md,Get the status of an app submission,588,5788,1758048954.289143,uwp,windows-10,guide,intermediate,True,12,0,0
uwp/monetize/manage-ad-campaigns.md,uwp/monetize,manage-ad-campaigns.md,Manage ad campaigns,1279,10580,1758048954.29688,uwp,windows-10,guide,intermediate,True,17,0,0
uwp/monetize/manage-your-experiment.md,uwp/monetize,manage-your-experiment.md,Manage your experiment in Partner Center,768,5254,1758048954.2988038,uwp,windows-10,guide,intermediate,True,8,1,0
uwp/monetize/delete-an-app-submission.md,uwp/monetize,delete-an-app-submission.md,Delete an app submission,465,4026,1758048954.2827346,uwp,windows-10,guide,intermediate,True,10,0,0
uwp/monetize/code-examples-for-the-windows-store-submission-api.md,uwp/monetize,code-examples-for-the-windows-store-submission-api.md,Code examples for the submission API,304,2652,1758048954.2604458,uwp,windows-10,reference,intermediate,True,8,2,0
uwp/monetize/using-windows-store-services.md,uwp/monetize,using-windows-store-services.md,Microsoft Store services,417,3028,1758048954.3013544,uwp,windows-10,guide,intermediate,True,6,0,0
uwp/monetize/create-and-run-your-first-experiment-with-a-b-testing.md,uwp/monetize,create-and-run-your-first-experiment-with-a-b-testing.md,Create and run your first experiment,1352,9312,1758048954.2819927,uwp,windows-10,guide,intermediate,True,11,1,0
uwp/monetize/get-insights-data-for-your-app.md,uwp/monetize,get-insights-data-for-your-app.md,Get insights data,1237,15222,1758048954.2870915,uwp,windows-10,guide,intermediate,True,4,0,0
uwp/monetize/send-requests-to-the-store.md,uwp/monetize,send-requests-to-the-store.md,Send requests to the Microsoft Store,1414,10535,1758048954.3006806,uwp,windows-10,guide,intermediate,True,3,0,0
uwp/monetize/get-app-usage-monthly.md,uwp/monetize,get-app-usage-monthly.md,Get monthly app usage,1715,19083,1758048954.286011,uwp,windows-10,guide,intermediate,True,8,0,0
uwp/monetize/get-subscription-acquisitions.md,uwp/monetize,get-subscription-acquisitions.md,Get subscription add-on acquisitions,1781,16573,1758048954.2892275,uwp,windows-10,guide,intermediate,True,8,0,0
uwp/monetize/get-package-rollout-info-for-a-flight-submission.md,uwp/monetize,get-package-rollout-info-for-a-flight-submission.md,Get rollout info for a flight submission,682,5806,1758048954.288294,uwp,windows-10,guide,intermediate,True,11,0,0
uwp/monetize/finalize-the-package-rollout-for-a-flight-submission.md,uwp/monetize,finalize-the-package-rollout-for-a-flight-submission.md,Finalize the rollout for a flight submission,697,6087,1758048954.2837813,uwp,windows-10,guide,intermediate,True,13,0,0
uwp/monetize/get-add-on-conversions-by-channel.md,uwp/monetize,get-add-on-conversions-by-channel.md,Get add-on conversions by channel,1574,17116,1758048954.2845232,uwp,windows-10,guide,intermediate,True,8,0,0
uwp/monetize/get-the-stack-trace-for-an-error-in-your-desktop-application.md,uwp/monetize,get-the-stack-trace-for-an-error-in-your-desktop-application.md,Get the stack trace for an error in your desktop application,877,6847,1758048954.2897623,uwp,windows-10,guide,intermediate,True,9,0,0
uwp/monetize/get-targeted-offers.md,uwp/monetize,get-targeted-offers.md,Get targeted offers,392,3045,1758048954.2893813,uwp,windows-10,guide,intermediate,True,3,0,0
uwp/monetize/get-an-app-submission.md,uwp/monetize,get-an-app-submission.md,Get an app submission,734,7526,1758048954.2850769,uwp,windows-10,guide,advanced,True,13,0,0
uwp/packaging/auto-build-package-uwp-apps.md,uwp/packaging,auto-build-package-uwp-apps.md,Set up automated builds for your UWP app,1243,10320,1758048954.3042169,uwp,windows-10,tutorial,intermediate,True,0,0,0
uwp/packaging/install-universal-windows-apps-with-the-winappdeploycmd-tool.md,uwp/packaging,install-universal-windows-apps-with-the-winappdeploycmd-tool.md,Install apps with the WinAppDeployCmd.exe tool,1446,10153,1758048954.3060908,uwp,windows-10,guide,intermediate,True,0,0,0
uwp/packaging/self-install-package-updates.md,uwp/packaging,self-install-package-updates.md,Download and install package updates from the Store,2719,27374,1758048954.3062143,uwp,windows-10,guide,intermediate,True,4,2,4
uwp/packaging/index.md,uwp/packaging,index.md,Packaging apps,582,4103,1758048954.3060095,uwp,windows-10,overview,intermediate,True,4,0,0
uwp/packaging/app-capability-declarations.md,uwp/packaging,app-capability-declarations.md,App capability declarations,10919,87938,1758048954.304116,uwp,"windows-10,windows-11",guide,intermediate,True,5,3,5
uwp/winrt-components/create-a-windows-runtime-component-in-cppwinrt.md,uwp/winrt-components,create-a-windows-runtime-component-in-cppwinrt.md,Windows Runtime components with C++/WinRT,1604,12140,1758048954.3853667,uwp,windows-10,guide,advanced,True,9,0,8
